#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
107,Diamond Lodge Co. Ltd.,14-04-07 12:49,"Box 340, 402 2nd Ave. W., Biggar, SK, S0K 0M0",ID: 22110 Telehealth:  Rescode: 34730 Telephone: 948-3385 Fax: 948-5421,"Heartland, Special Care Home, ",52.057145,-107.983556,YES,YES
108,Diane &amp; Allan Hind,13-10-24 12:49,"4501 Queen Street, Regina, SK, S4S 5X3",ID: 7603 Telehealth:  Rescode: 15923 Telephone: 359-3200 Fax: ,"Regina, Personal Care Home, ",50.408722,-104.636914,YES,YES
109,Diane's Personal Care Home,13-07-12 12:49,"#6 Avenue E, Willow Bunch, SK, S0H 4K0",ID: 6408 Telehealth:  Rescode: 4230 Telephone: 473-2821 Fax: ,"Five Hills, Personal Care Home, ",49.393117,-105.633127,YES,YES
110,Dignified Care Homes Inc.,14-04-27 12:49,"214/216 Whitecap Crescent, Saskatoon, SK, S7K 2S6",ID: 4324 Telehealth:  Rescode: 34424 Telephone: 384-2273 Fax: ,"Saskatoon, Personal Care Home, ",52.119039,-106.753735,YES,YES
111,Dinsmore Health Care Centre,14-03-01 12:49,"Bag 219, 1st Street E., Dinsmore, SK, S0L 0T0",ID: 28 Telehealth:  Rescode: 28650 Telephone: 846-2222 Fax: 846-2225,"Heartland, Health Centre w/ Special Care, ",51.331833,-107.446792,YES,YES
112,Dore's Senior Citizens Home,13-10-25 12:49,"4660 Pasqua Street, Regina, SK, S4S 6L4",ID: 779 Telehealth:  Rescode: 15923 Telephone: 584-9511 Fax: ,"Regina, Personal Care Home, ",50.406032,-104.640912,YES,YES
113,Doris's Happy Home for Seniors,13-08-07 12:49,"705 - 1st Avenue NW, Weyburn, SK, S4H 1P4",ID: 7072 Telehealth:  Rescode: 6726 Telephone: 848-0490 Fax: ,"Sun Country, Personal Care Home, ",49.668321,-103.868177,YES,YES
114,Dr. Cooke Extended Care Centre,14-10-12 12:49,"3915 56th Avenue, Lloydminster, SK, T9Y 0Z7",ID:  Telehealth:  Rescode: 50229 Telephone: 820-5970 Fax: 875-3535,"Prairie North, Special Care Home, ",53.27291,-110.020265,YES,YES
115,Duck Lake &amp; District Nursing Home Inc. Goodwill Manor,14-08-28 12:49,"Box 370, Victoria Avenue, Duck Lake, SK, S0K 1J0",ID:  Telehealth:  Rescode: 46330 Telephone: 467-4440 Fax: 467-2220,"Saskatoon, Special Care Home, ",52.811855,-106.226027,YES,YES
116,Duck Lake Personal Care Home,14-08-29 12:49,"NE 1/4 2-46-3-W3 RM #463, Duck Lake, SK, S0K 1J0",ID: 1341 Telehealth:  Rescode: 46330 Telephone: 467-4835 Fax: ,"Saskatoon, Personal Care Home, ",52.811855,-106.226027,YES,YES
117,Dumauals' Nursing Home,13-10-26 12:49,"351 Forsyth Crescent, Regina, SK, S4R 5L6",ID: 6688 Telehealth:  Rescode: 15923 Telephone: 545-3098 Fax: ,"Regina, Personal Care Home, ",50.472955,-104.661634,YES,YES
118,Eaglestone Lodge Personal Care Home,14-03-15 12:49,"346 Miles Street, Kamsack, SK, S0A 1S0",ID: 5304 Telehealth:  Rescode: 27130 Telephone: 542-2620 Fax: ,"Sunrise, Personal Care Home, ",51.559367,-101.889223,YES,YES
119,East Hill Personal Care Home,14-04-28 12:49,"1873/1875 East Hill, Saskatoon, SK, S7J 3C2",ID: 1910 Telehealth:  Rescode: 34424 Telephone: 373-8548 Fax: ,"Saskatoon, Personal Care Home, ",52.095063,-106.606166,YES,YES
120,Eastend Wolf Willow Health Centre,13-07-18 12:49,"Box 490, 555 Redcoat Drive, Eastend, SK, S0N 0T0",ID: 31/4118 Telehealth: Yes Rescode: 4930 Telephone: 295-3534 Fax: 295-3223,"Cypress, Health Centre w/ Special Care, ER Health Centre, Telehealth, ",49.514043,-108.819966,YES,YES
121,Eatonia,14-02-04 12:49,"Eatonia Health Care Facility, P.O. Box 400, Eatonia, SK, S0L 0Y0",ID: 5 Telehealth:  Rescode: 26130 Telephone: 967-2591 Fax: ,"Heartland, Primary Health Centre, ",51.221151,-109.390791,YES,YES
122,Eatonia Health Care Centre,14-02-08 12:49,"Box 400, 205 2nd Avenue W., Eatonia, SK, S0L 0Y0",ID: 32 Telehealth:  Rescode: 26130 Telephone: 967-2591 Fax: 967-2373,"Heartland, Health Centre, ",51.222923,-109.390661,YES,YES
123,Eatonia Personal Care Home Inc.,14-02-06 12:49,"205-2nd Avenue West, Eatonia, SK, S0L 0Y0",ID: 6122 Telehealth:  Rescode: 26130 Telephone: 967-2447 Fax: ,"Heartland, Personal Care Home, ",51.22307,-109.392926,YES,YES
124,Echo Lodge,14-12-09 12:49,"Box 1790, 560 Broadway Street W., Fort Qu'Appelle, SK, S0G 1S0",ID: 39129 Telehealth:  Rescode: 18730 Telephone: 332-4300 Fax: 332-5708,"Regina, Special Care Home, ",50.769614,-103.794649,NO,YES
125,Eden Homes,13-08-09 12:49,"560 - 5th Avenue NE, Weyburn, SK, S4H 2W1",ID: 6009 Telehealth:  Rescode: 6726 Telephone: 842-7043 Fax: ,"Sun Country, Personal Care Home, ",49.674551,-103.849594,YES,YES
126,Elaine's Care Home,14-04-29 12:49,"319 Silverwood Road, Saskatoon, SK, S7K 5S1",ID: 4278 Telehealth:  Rescode: 34424 Telephone: 242-4940 Fax: ,"Saskatoon, Personal Care Home, ",52.180046,-106.619178,YES,YES
127,Elrose Health Centre,14-02-02 12:49,"Box 100, 505 Main Street, Elrose, SK, S0L 0Z0",ID: 34/18119 Telehealth:  Rescode: 25730 Telephone: 378-2882 Fax: 378-2812,"Heartland, Health Centre w/ Special Care, ",51.19836,-108.032525,YES,YES
128,Emerald Private Care Home,13-10-27 12:49,"5931 Hague Crescent, Regina, SK, S4X 3K6",ID: 2496 Telehealth:  Rescode: 15923 Telephone: 543-0816 Fax: ,"Regina, Personal Care Home, ",50.499442,-104.665508,YES,YES
129,Enriched Living,14-04-30 12:49,"618 Acadia Drive, Saskatoon, SK, S7H 3V9",ID: 7579 Telehealth:  Rescode: 34424 Telephone: 477-5939 Fax: ,"Saskatoon, Personal Care Home, ",52.119398,-106.598919,YES,YES
130,Enriched Living Residence,14-05-01 12:49,"54/56 Carleton Drive, Saskatoon, SK, S7H 3N6",ID: 6157 Telehealth:  Rescode: 34424 Telephone: 477-5608 Fax: ,"Saskatoon, Personal Care Home, ",52.124181,-106.60299,YES,YES
131,Erimus,13-10-28 12:49,"3446 Wascana Street, Regina, SK, S4S 2H3",ID: 4901 Telehealth:  Rescode: 15923 Telephone: 586-2361 Fax: ,"Regina, Personal Care Home, ",50.424787,-104.639545,YES,YES
132,Estevan Regional Nursing Home,13-07-04 12:49,"Box 5000, 1921 Wellock Road, Estevan, SK, S4A 2V6",ID: 9122 Telehealth:  Rescode: 528 Telephone: 634-2689 Fax: 634-7906,"Sun Country, Special Care Home, ",49.154266,-102.992442,YES,YES
133,Eston Health Centre/Jubilee Lodge,14-01-25 12:49,"Box 667, 822 Main Street, Eston, SK, S0L 1A0",ID: 37/18128 Telehealth: Yes Rescode: 25930 Telephone: 962-3667 Fax: 962-3900,"Heartland, Health Centre w/ Special Care, 24/7 ER Health Centre, Telehealth, ",51.150226,-108.752311,YES,YES
134,Evergreen Health Centre,14-11-11 12:49,"Box 160, Leoville, SK, S0J 1N0",ID: 77 Telehealth:  Rescode: 49653 Telephone: 984-2136 Fax: 984-2046,"Prince Albert, Health Centre w/ Special Care, ",53.632754,-107.554153,YES,YES
135,Evergreens Personal Care Home,13-09-24 12:49,"1033 Main Street North, Moose Jaw, SK, S6H 0X1",ID: 35 Telehealth:  Rescode: 16120 Telephone: 692-7410 Fax: ,"Five Hills, Personal Care Home, ",50.399638,-105.534706,YES,YES
136,Extendicare,14-05-02 12:49,"2225 Preston Avenue, Saskatoon, SK, S7J 2E7",ID: 45171 Telehealth:  Rescode: 34424 Telephone: 374-2242 Fax: 373-2203,"Saskatoon, Special Care Home, ",52.103197,-106.622351,YES,YES
137,Extendicare Elmview,13-10-29 12:49,"4125 Rae Street, Regina, SK, S4S 3A5",ID: 15129 Telehealth:  Rescode: 15923 Telephone: 586-1787 Fax: 585-0255,"Regina, Special Care Home, ",50.413517,-104.620799,YES,YES
138,Extendicare Ltd.,13-09-28 12:49,"1151 Coteau Street W., Moose Jaw, SK, S6H 5G5",ID: 6114 Telehealth:  Rescode: 16120 Telephone: 693-5191 Fax: 692-1770,"Five Hills, Special Care Home, ",50.382377,-105.568088,YES,YES
139,Extendicare Parkside,13-10-30 12:49,"4540 Rae Street, Regina, SK, S4S 3B6",ID: 15110 Telehealth:  Rescode: 15923 Telephone: 586-0220 Fax: 585-0622,"Regina, Special Care Home, ",50.408766,-104.621046,YES,YES
140,Extendicare Sunset,13-11-01 12:49,"260 Sunset Drive, Regina, SK, S4S2S3",ID: 15138 Telehealth:  Rescode: 15923 Telephone: 586-3355 Fax: 584-8082,"Regina, Special Care Home, ",50.408788,-104.636328,YES,YES
141,Fairhaven Personal Care Home,14-05-03 12:49,"139 Olmstead Road, Saskatoon, SK, S7M 4L9",ID: 5584 Telehealth:  Rescode: 34424 Telephone: 382-7800 Fax: ,"Saskatoon, Personal Care Home, ",52.124064,-106.731122,YES,YES
142,Family Practice Unit - Regina,13-11-02 12:49,"Regina General Hospital, 1440 14th Avenue, Regina, SK, S4P 0W5",ID: 6 Telehealth:  Rescode: 15923 Telephone: 766-4044 Fax: ,"Regina, Primary Health Centre, ",50.443933,-104.601839,YES,YES
143,Family Practice Unit - Saskatoon,14-05-04 12:49,"Family Medicine, Royal University Hospital, 103 Hospital Dr, Saskatoon, SK, S7N 0W8",ID: 7 Telehealth:  Rescode: 34424 Telephone: 766-4044 Fax: ,"Saskatoon, Primary Health Centre, ",52.130413,-106.641304,YES,YES
144,Fillmore Health Centre,13-08-18 12:49,"Box 246, 100 Main St., Fillmore, SK, S0C 1N0",ID: 40 Telehealth: Yes Rescode: 9655 Telephone: 722-3331 Fax: 722-3877,"Sun Country, Health Centre w/ Special Care, 24/7 ER Health Centre, Telehealth, ",49.44121,-102.710792,YES,YES
145,Foam Lake Health Centre,14-12-12 12:49,"Box 190, 715 Saskatchewan Avenue E., Foam Lake, SK, S0A 1A0",ID: 41 Telehealth:  Rescode: 27630 Telephone: 272-3737 Fax: 272-4449,"Sunrise, Health Centre, ",51.641039,-103.530689,NO,YES
146,Foam Lake Jubilee Home,14-12-13 12:49,"Box 460, 421 Alberta Avenue E., Foam Lake, SK, S0A 1A0",ID: 41115 Telehealth:  Rescode: 27630 Telephone: 272-4141 Fax: 272-4973,"Sunrise, Special Care Home, ",51.639401,-103.529325,NO,YES
147,Four Directions,13-11-03 12:49,"Four Directions Community Health Centre, 3510 5th Avenue, Regina, SK, S4T 0M2",ID: 8 Telehealth:  Rescode: 15923 Telephone: 766-7735 Fax: ,"Regina, Primary Health Centre, ",50.461579,-104.631547,YES,YES
148,Four Directions Community Health Centre,13-11-04 12:49,"3510 5th Avenue, Regina, SK, S4T 0M2",ID:  Telehealth:  Rescode: 15923 Telephone: 766-7540 Fax: 000-0000,"Regina, Health Centre, ",50.461432,-104.631587,YES,YES
149,Friendly Circle Limited,13-11-09 12:49,"159 Walden Crescent, Regina, SK, S4N 1L4",ID: 3727 Telehealth:  Rescode: 15923 Telephone: 751-0896 Fax: ,"Regina, Personal Care Home, ",50.449011,-104.549993,YES,YES
150,Gainsborough &amp; Area Health Centre,13-07-06 12:49,"Box 420, 312 Stephens Street, Gainsborough, SK, S0G 1S0",ID: 44 Telehealth: Yes Rescode: 152 Telephone: 685-2277 Fax: 685-4636,"Sun Country, Health Centre w/ Special Care, Telehealth, ",50.714969,-103.809122,YES,YES
151,Galloway Health Centre,13-07-10 12:49,"Box 268, 917 Tupper Street, Oxbow, SK, S0C 2B0",ID: 111 Telehealth: Yes Rescode: 330 Telephone: 483-2956 Fax: 000-0000,"Sun Country, Health Centre w/ Special Care, 24/7 ER Health Centre, Telehealth, ",49.236696,-102.174713,YES,YES
152,Gayle's Personal Care Home,13-11-10 12:49,"291 Magee Crescent, Regina, SK, S4R 6K8",ID: 4049 Telehealth:  Rescode: 15923 Telephone: 545-1596 Fax: ,"Regina, Personal Care Home, ",50.487246,-104.634063,YES,YES
153,Gemini Personal Care Home,13-11-11 12:49,"71/73 Donahue Avenue, Regina, SK, S4R 3Y9",ID: 5258 Telehealth:  Rescode: 15923 Telephone: 949-3307 Fax: ,"Regina, Personal Care Home, ",50.480641,-104.637746,YES,YES
154,Gentle Touch,13-11-12 12:49,"122 Salemka Crescent, Regina, SK, S4R 7S1",ID: 3832 Telehealth:  Rescode: 15923 Telephone: 924-5396 Fax: ,"Regina, Personal Care Home, ",50.487548,-104.631523,YES,YES
155,Gerbrandt Homes,14-05-05 12:49,"327 Wedge Road, Saskatoon, SK, S7L 2G1",ID: 1791 Telehealth:  Rescode: 34424 Telephone: 384-7614 Fax: ,"Saskatoon, Personal Care Home, ",52.146205,-106.736382,YES,YES
156,Gerbrandt Homes,14-05-06 12:49,"262 Wedge Road, Saskatoon, SK, S7L 6E9",ID: 5339 Telehealth:  Rescode: 34424 Telephone: 382-9725 Fax: ,"Saskatoon, Personal Care Home, ",52.146207,-106.734032,YES,YES
157,Gladrheims Care Home,13-11-13 12:49,"2135 - 5th Avenue North, Regina, SK, S4R 0R9",ID: 5193 Telehealth:  Rescode: 15923 Telephone: 525-0871 Fax: ,"Regina, Personal Care Home, ",50.477059,-104.612276,YES,YES
158,Glendalough Care Home,13-11-14 12:49,"56 Duncan Crescent, Regina, SK, S4T 6L3",ID: 5703 Telehealth:  Rescode: 15923 Telephone: 924-0553 Fax: ,"Regina, Personal Care Home, ",50.462535,-104.682657,YES,YES
159,GNE Care Home,14-05-07 12:49,"801/803 Avenue I South, Saskatoon, SK, S7M 1Z3",ID: 4855 Telehealth:  Rescode: 34424 Telephone: 665-1660 Fax: ,"Saskatoon, Personal Care Home, ",52.118301,-106.682979,YES,YES
160,Golden Acres Care Home,14-10-02 12:49,"701 McIntosh Drive, Prince Albert, SK, S6V 6M5",ID: 6610 Telehealth:  Rescode: 46122 Telephone: 764-2068 Fax: ,"Prince Albert, Personal Care Home, ",53.202324,-105.703448,YES,YES
161,Golden Oaks Personal Care,13-11-15 12:49,"5054/5060 Sherwood Drive, Regina, SK, S4R 4C1",ID: 6335 Telehealth:  Rescode: 15923 Telephone: 543-1392 Fax: ,"Regina, Personal Care Home, ",50.477044,-104.654526,YES,YES
162,Golden Oaks Personal Care Home,13-11-16 12:49,"5048/5052 Sherwood Drive, Regina, SK, S4R 4C1",ID: 6327 Telehealth:  Rescode: 15923 Telephone: 543-1392 Fax: ,"Regina, Personal Care Home, ",50.477141,-104.654393,YES,YES
163,Golden Prairie Home Ltd.,13-10-20 12:49,"Box 250, 916 Eden Street, Indian Head, SK, S0G 2K0",ID: 14117 Telehealth:  Rescode: 15630 Telephone: 695-3636 Fax: 695-2698,"Regina, Special Care Home, ",50.536024,-103.670403,YES,YES
164,Good Hope Care Home,13-11-18 12:49,"261 Wascana Street, Regina, SK, S4R 4H8",ID: 5827 Telehealth:  Rescode: 15923 Telephone: 543-7468 Fax: ,"Regina, Personal Care Home, ",50.474312,-104.639848,YES,YES
165,Good Shepherd,14-05-08 12:49,"124 Avenue Y South, Saskatoon, SK, S7M 3J3",ID: 4758 Telehealth:  Rescode: 34424 Telephone: 384-4708 Fax: ,"Saskatoon, Personal Care Home, ",52.129157,-106.708766,YES,YES
166,Goodfellows' Lodge,14-05-09 12:49,"R.R.#5, Box 59, Site 507, Saskatoon, SK, S7K 3J8",ID: 1104 Telehealth:  Rescode: 34424 Telephone: 384-1870 Fax: ,"Saskatoon, Personal Care Home, ",52.172385,-106.649831,YES,YES
167,Govor's Guest Home,14-10-03 12:49,"1021 River Street West, Prince Albert, SK, S6V 3A1",ID: 5436 Telehealth:  Rescode: 46122 Telephone: 764-2205 Fax: ,"Prince Albert, Personal Care Home, ",53.202705,-105.782069,YES,YES
168,Grasslands Health Centre,13-07-08 12:49,"Box 219, 1006 Hwy. 2, Rockglen, SK, S0H 3R0",ID: 132 Telehealth: Yes Rescode: 1230 Telephone: 476-2030 Fax: 476-2534,"Five Hills, Health Centre w/ Special Care, Telehealth, ",49.17966,-105.951021,YES,YES
169,Green Acres Lodge,13-11-07 12:49,"407 Persson Street, Stockholm, SK, S0A 3Y0",ID: 7582 Telehealth:  Rescode: 18354 Telephone: 793-2115 Fax: ,"Sunrise, Personal Care Home, ",50.660839,-102.301617,YES,YES
170,Grenfell and District Pioneer Home,13-09-18 12:49,"Box 760, 710 Regina Avenue, Grenfell, SK, S0G 2B0",ID: 13123 Telehealth:  Rescode: 15431 Telephone: 697-2842 Fax: 697-2280,"Regina, Special Care Home, ",50.409839,-102.93011,YES,YES
171,Grenfell Health Centre,13-09-19 12:49,"Box 243, 721 Stella Street, Grenfell, SK, S0G 2B0",ID: 47 Telehealth: Yes Rescode: 15431 Telephone: 697-2853 Fax: 697-3459,"Regina, Health Centre, Telehealth, ",50.41551,-102.934703,YES,YES
172,Greystone Personal Care Home,14-05-10 12:49,"40 Lindsay Drive, Saskatoon, SK, S7H 3E1",ID: 4766 Telehealth:  Rescode: 34424 Telephone: 955-0253 Fax: ,"Saskatoon, Personal Care Home, ",52.116022,-106.605843,YES,YES
173,Gull Lake Special Care Centre,13-08-26 12:49,"Box 539, 751 Grey Street, Gull Lake, SK, S0N 1A0",ID: 48/2112 Telehealth: Yes Rescode: 13930 Telephone: 672-4700 Fax: 672-4133,"Cypress, Health Centre w/ Special Care, 24/7 ER Health Centre, Telehealth, ",50.090586,-108.481756,YES,YES
174,Hafford,14-08-23 12:49,"Hafford Hospital and Special Care Home, P.O. Box 100, Hafford, SK, S0J 1A0",ID: 9a Telehealth:  Rescode: 43530 Telephone: 883-3300 Fax: ,"Prince Albert, Primary Health Centre, ",52.726502,-107.353148,YES,YES
175,Hafford Special Care Centre and Primary Care Site,14-08-25 12:49,"Box 130, Hafford, SK, S0J 1A0",ID: 50/29111 Telehealth:  Rescode: 43530 Telephone: 549-2108 Fax: 549-4660,"Prince Albert, Health Centre w/ Special Care, Hospital operating as Health Centre, ",52.726502,-107.353148,YES,YES
176,Hayes Haven PCH Inc.,13-10-21 12:49,"110 Howard Street, Indian Head, SK, S0G 2K0",ID: 7315 Telehealth:  Rescode: 15630 Telephone: 695-3384 Fax: ,"Regina, Personal Care Home, ",50.534234,-103.664785,YES,YES
177,Helping Hands Personal Care Home,13-11-19 12:49,"226 Hansen Drive, Regina, SK, S4X 2Y6",ID: 5800 Telehealth:  Rescode: 15923 Telephone: 545-7733 Fax: ,"Regina, Personal Care Home, ",50.474262,-104.68647,YES,YES
178,Herb Bassett Home,14-10-04 12:49,"1220 25th Street W., Prince Albert, SK, S6V 7P7",ID: 28127 Telehealth:  Rescode: 46122 Telephone: 765-6000 Fax: 765-2871,"Prince Albert, Special Care Home, ",53.191074,-105.777772,YES,YES
179,Herbert Heritage Manor,13-09-25 12:49,"1329 Herbert Avenue, Herbert, SK, S0H 2A0",ID: 5118 Telehealth:  Rescode: 16530 Telephone: 784-3167 Fax: ,"Cypress, Personal Care Home, ",50.427523,-107.223438,YES,YES
180,Herbert Morse Hospital,13-09-27 12:49,"Box 220, 303 Brownlee Street, Herbert, SK, S0H 2A0",ID: 51 Telehealth: Yes Rescode: 16530 Telephone: 784-2202 Fax: 784-3452,"Cypress, Hospital, Community, Telehealth, ",50.427523,-107.223438,YES,YES
181,Herbert Nursing Home Inc.,13-09-29 12:49,"Box 520, 405 Herbert Avenue, Herbert, SK, S0H 2A0",ID: 3124 Telehealth:  Rescode: 16530 Telephone: 784-2466 Fax: 784-2449,"Cypress, Special Care Home, ",50.427523,-107.223438,YES,YES
182,Hill Haven Home Care,14-05-11 12:49,"54 Churchill Drive, Saskatoon, SK, S7K 3X4",ID: 5177 Telehealth:  Rescode: 34424 Telephone: 249-4376 Fax: ,"Saskatoon, Personal Care Home, ",52.165218,-106.640836,YES,YES
183,Hill Top Manor,13-08-10 12:49,"356 - 6th Avenue S.E., Weyburn, SK, S4H 3M5",ID: 6734 Telehealth:  Rescode: 6726 Telephone: 848-1500 Fax: ,"Sun Country, Personal Care Home, ",49.653724,-103.854445,YES,YES
184,Hillside Care Home,14-10-05 12:49,"231 - 21st Street East, Prince Albert, SK, S6V 1L9",ID: 6106 Telehealth:  Rescode: 46122 Telephone: 764-5039 Fax: ,"Prince Albert, Personal Care Home, ",53.194025,-105.7479,YES,YES
185,Hochelaga Senior Care,13-10-01 12:49,"162 Hochelaga Street West, Moose Jaw, SK, S6H 2G2",ID: 6440 Telehealth:  Rescode: 16120 Telephone: 693-3406 Fax: ,"Five Hills, Personal Care Home, ",50.396245,-105.53883,YES,YES
186,Hodgeville Health Centre,13-08-30 12:49,"Box 232, Main Street, Hodgeville, SK, S0H 2B0",ID: 614 Telehealth:  Rescode: 13553 Telephone: 677-2292 Fax: 677-2584,"Cypress, Health Centre, ",50.109537,-106.960377,YES,YES
187,Hodgeville*,13-08-31 12:49,"Hodgeville Health Centre-Main St., Main Street, PO Box 232, Hodgeville, SK, S0H 2B0",ID: 20b Telehealth:  Rescode: 13553 Telephone: 677-2292 Fax: ,"Cypress, Primary Health Centre, ",50.109537,-106.960377,YES,YES
188,Home Style Personal Care Home,14-05-12 12:49,"855/857 Coppermine Cresc, Saskatoon, SK, S7K 4K9",ID: 4936 Telehealth:  Rescode: 34424 Telephone: 934-0009 Fax: ,"Saskatoon, Personal Care Home, ",52.166081,-106.636213,YES,YES
189,Hudson Bay,14-08-27 12:49,"Hudson Bay Medical Clinic, P.O. Box 1170, Hudson Bay, SK, S0E 0Y0",ID: 10 Telehealth:  Rescode: 39430 Telephone: 873-3885 Fax: ,"Kelsey Trail, Primary Health Centre, ",52.854304,-102.387412,YES,YES
190,Hudson Bay Health Care Facility,14-08-30 12:49,"Box 940, 614 Prince Street, Hudson Bay, SK, S0E 0Y0",ID: 53/33112 Telehealth: Yes Rescode: 39430 Telephone: 865-2219 Fax: 865-2429,"Kelsey Trail, Hospital w/ Special Care, Community, Telehealth, ",52.854283,-102.388228,YES,YES
191,Humboldt District Health Complex,14-07-10 12:49,"Box 10, 1210 9th Street N., Humboldt, SK, S0K 2A0",ID: 54 Telehealth: Yes Rescode: 37030 Telephone: 682-2603 Fax: 682-4046,"Saskatoon, Hospital, District, Telehealth, ",52.201979,-105.122865,YES,YES
192,Humboldt Personal Care Home,14-07-12 12:49,"10 Barnes Crescent, Humboldt, SK, S0K 2A0",ID: 6645 Telehealth:  Rescode: 37030 Telephone: 682-4584 Fax: ,"Saskatoon, Personal Care Home, ",52.204727,-105.140161,YES,YES
193,Ika's Care Home,14-10-06 12:49,"1007 Woodman Crescent, Prince Albert, SK, S6V 6L5",ID: 3530 Telehealth:  Rescode: 46122 Telephone: 763-0965 Fax: ,"Prince Albert, Personal Care Home, ",53.184937,-105.724898,YES,YES
194,Ina Grafton Gage Home,13-10-03 12:49,"200 Iroquois Street East, Moose Jaw, SK, S6H 4T3",ID: 6041 Telehealth:  Rescode: 16120 Telephone: 692-4882 Fax: ,"Five Hills, Personal Care Home, ",50.383287,-105.527386,YES,YES
195,Indian Head Hospital,13-10-23 12:49,"Box 340, 300 Hospital St., Indian Head, SK, S0G 2K0",ID: 58 Telehealth:  Rescode: 15630 Telephone: 695-3878 Fax: 695-2525,"Regina, Hospital, Community, ",50.536462,-103.678507,YES,YES
196,Invermay Health Centre/Gateway Lodge,14-03-24 12:49,"Box 160, Invermay, SK, S0A 1M0",ID: 59/35127 Telehealth:  Rescode: 30553 Telephone: 594-2133 Fax: 542-4360,"Sunrise, Health Centre w/ Special Care, ",51.806974,-103.155211,YES,YES
197,Irene's Personal Care Home,13-07-31 12:49,"568 Poplar Crescent, Shaunavon, SK, S0N 2M0",ID: 6491 Telehealth:  Rescode: 7830 Telephone: 297-3290 Fax: ,"Cypress, Personal Care Home, ",49.649619,-108.418133,YES,YES
198,It's Home At Kathy's,13-11-20 12:49,"330 Black Drive, Regina, SK, S4X 2V7",ID: 3735 Telehealth:  Rescode: 15923 Telephone: 789-3710 Fax: ,"Regina, Personal Care Home, ",50.472879,-104.685582,YES,YES
199,Ituna Personal Care Home,14-01-28 12:49,"Box 640, Ituna, SK, S0A 1N0",ID: 7618 Telehealth:  Rescode: 24630 Telephone: 795-2660 Fax: ,"Sunrise, Personal Care Home, ",51.169295,-103.494639,YES,YES
200,Ituna Pioneer Health Care Centre,14-01-27 12:49,"Box 130, 320 5th Avenue E., Ituna, SK, S0A 1N0",ID: 60/40121 Telehealth:  Rescode: 24630 Telephone: 795-2622 Fax: 795-2726,"Sunrise, Health Centre w/ Special Care, ",51.169295,-103.494639,YES,YES
201,Ivy's Care Home,13-12-22 12:49,"229 Young Street, Earl Grey, SK, S0G 1J0",ID: 841 Telehealth:  Rescode: 21951 Telephone: 939-2270 Fax: ,"Regina, Personal Care Home, ",50.936162,-104.711311,YES,YES
202,Janet's Personal Care Home,13-11-21 12:49,"4210 England Road, Regina, SK, S4R 4N9",ID: 5991 Telehealth:  Rescode: 15923 Telephone: 543-9949 Fax: ,"Regina, Personal Care Home, ",50.479057,-104.641617,YES,YES
203,JCL Care Home Inc.,14-05-13 12:49,"391 Delaronde Road, Saskatoon, SK, S7J 3Y5",ID: 5002 Telehealth:  Rescode: 34424 Telephone: 373-2928 Fax: ,"Saskatoon, Personal Care Home, ",52.091948,-106.60207,YES,YES
204,Josie's Personal Care Home,13-11-22 12:49,"1776 Rothwell Street, Regina, SK, S4N 2B9",ID: 3808 Telehealth:  Rescode: 15923 Telephone: 781-7483 Fax: ,"Regina, Personal Care Home, ",50.45045,-104.570759,YES,YES
205,Jubilee Home,14-10-13 12:49,"3902 45th Ave., Lloydminster, SK, S9V 1Z2",ID: 25119 Telehealth:  Rescode: 50229 Telephone: 820-5950 Fax: 825-9869,"Prairie North, Special Care Home, ",53.27062,-109.99213,YES,YES
206,Jubilee Lodge,14-09-09 12:49,"Box 370, 410 Meyers Avenue, Kinistino, SK, S0J 1H0",ID: 32119 Telehealth:  Rescode: 45930 Telephone: 864-2851 Fax: 864-2440,"Prince Albert, Special Care Home, ",52.952203,-105.025821,YES,YES
207,Jubilee Residences Inc. (Porteous),14-05-14 12:49,"833 Avenue P N., Saskatoon, SK, S7L 2W5",ID: 45214 Telehealth:  Rescode: 34424 Telephone: 382-2626 Fax: 477-0308,"Saskatoon, Special Care Home, ",52.138421,-106.694253,YES,YES
208,Jubilee Residences Inc. (Stensrud),14-05-15 12:49,"2202 McEown Avenue, Saskatoon, SK, S7J 3L6",ID: 45223 Telehealth:  Rescode: 34424 Telephone: 373-5880 Fax: 373-5586,"Saskatoon, Special Care Home, ",52.104378,-106.616269,YES,YES
209,"Juma Care Services, Inc.",13-11-23 12:49,"46 Rogers Place, Regina, SK, S4S 6S1",ID: 7307 Telehealth:  Rescode: 15923 Telephone:  Fax: ,"Regina, Personal Care Home, ",50.403493,-104.630055,YES,YES
210,"Juma Care Services, Inc.",13-11-24 12:49,"46 Rogers Place, Regina, SK, S4S 6S1",ID: 7307 Telehealth:  Rescode: 15923 Telephone:  Fax: ,"Regina, Personal Care Home, ",50.403493,-104.630055,YES,YES
211,Kabul Personal Care Home,14-10-07 12:49,"361 A/B - 22nd St. West, Prince Albert, SK, S6V 4K5",ID: 3336 Telehealth:  Rescode: 46122 Telephone: 764-2230 Fax: ,"Prince Albert, Personal Care Home, ",53.193108,-105.764271,YES,YES
