"#","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","APPROVED","VERIFIED"
99,"Silva Care Inc.",2014-01-18 12:49:00,"4002 Montague Street, Regina, SK, S4S 3J9","ID: 7005 Telehealth:  Rescode: 15923 Telephone: 537-5322 Fax: ","Regina Qu'Appelle,Personal Care Home",51.0899999999999,-104.61666666667,"YES","YES"
100,"Shirley & Lawrence Boychuk",2014-01-17 12:49:00,"174 Fulton Drive, Regina, SK, S4X 1W4","ID: 7600 Telehealth:  Rescode: 15923 Telephone: 543-8613 Fax: ","Regina Qu'Appelle,Personal Care Home",51.0799999999999,-104.61666666667,"YES","YES"
101,"Sherlyn Care Home",2014-03-18 12:49:00,"926 Main Street, Canora, SK, S0A 0L0","ID: 5738 Telehealth:  Rescode: 27430 Telephone: 563-5315 Fax: ","Sunrise,Personal Care Home",51.64,-102.43333333333,"YES","YES"
102,"Sherbrooke Community Centre",2014-06-05 12:49:00,"410 Acadia Drive, Saskatoon, SK, S7H 3V5","ID:  Telehealth:  Rescode: 34424 Telephone: 655-3600 Fax: 655-3688","Saskatoon,Special Care Home",52.1579999999999,-106.63333333333,"YES","YES"
103,"Shellbroook & District Hospital",2014-09-28 12:49:00,"Box 70, Shellbrook, SK, S0J 2E0","ID: 145 Telehealth:  Rescode: 49330 Telephone: 747-2603 Fax: 747-3004","Prince Albert Parkland,Hospital,Community Hospital",53.218,-106.4,"YES","YES"
104,"Shellbrook Personal Care Home",2014-10-01 12:49:00,"311-5th Avenue East, Shellbrook, SK, S0J 2E0","ID: 7196 Telehealth:  Rescode: 49330 Telephone: 747-2833 Fax: ","Prince Albert Parkland,Personal Care Home",53.22,-106.4,"YES","YES"
105,"Shelbee Personal Care Home",2014-08-03 12:49:00,"10108 Ross Crescent, North Battleford, SK, S9A 2Y3","ID: 6580 Telehealth:  Rescode: 43721 Telephone: 445-5011 Fax: ","Prairie North,Personal Care Home",52.49,-108.28333333333,"YES","YES"
106,"Shaunavon Hospital and Care Centre",2013-08-02 12:49:00,"Box 789, 660 4th Street E., Shaunavon, SK, S0N 2M0","ID: 144/4145 Telehealth: Yes Rescode: 7830 Telephone: 297-2644 Fax: 297-2502","Cypress,Hospital w/ Special Care Home,Community Hospital,Telehealth",49.678,-108.41666666667,"YES","YES"
107,"Shady Pines",2014-01-16 12:49:00,"542/544 Rose Street, Regina, SK, S4R 1Z3","ID: 3182 Telehealth:  Rescode: 15923 Telephone: 924-4500 Fax: ","Regina Qu'Appelle,Personal Care Home",51.0699999999999,-104.61666666667,"YES","YES"
108,"Serenity Care Home",2014-10-27 12:49:00,"1449 - 12th Street West, Prince Albert, SK, S6V 3E7","ID: 6270 Telehealth:  Rescode: 46122 Telephone: 763-4132 Fax: ","Prince Albert Parkland,Personal Care Home",53.37,-105.76666666667,"YES","YES"
109,"Schutte Care Home",2014-09-27 12:49:00,"SE-1/4-10-50-1-W3RM#493, Shellbrook, SK, S0J 2E0","ID: 1082 Telehealth:  Rescode: 49330 Telephone: 922-8390 Fax: ","Prince Albert Parkland,Personal Care Home",53.217,-106.4,"YES","YES"
110,"Sasko Park Lodge",2014-09-03 12:49:00,"Box 1330, 806 97th Avenue, Tisdale, SK, S0E 1T0","ID: 33130 Telehealth:  Rescode: 42730 Telephone: 873-4585 Fax: 873-2404","Kelsey Trail,Special Care Home",52.84,-104.05,"YES","YES"
111,"Saskatoon Vetrans Home",2014-06-04 12:49:00,"2109 Preston Avenue, Saskatoon, SK, S7J 2E7","ID:  Telehealth:  Rescode: 34424 Telephone: 655-3750 Fax: ","Saskatoon,Special Care Home",52.1569999999999,-106.63333333333,"YES","YES"
112,"Saskatoon Personal Care Home",2014-06-17 12:49:00,"1607 Acadia Drive, Saskatoon, SK, S7H 5K7","ID: 1740 Telehealth:  Rescode: 34424 Telephone: 374-0403 Fax: ","Saskatoon,Personal Care Home",52.1679999999998,-106.63333333333,"YES","YES"
113,"Saskatoon Personal Care Home",2014-06-18 12:49:00,"1426 Avenue I North, Saskatoon, SK, S7L 2J5","ID: 2259 Telehealth:  Rescode: 34424 Telephone: 653-5904 Fax: ","Saskatoon,Personal Care Home",52.1689999999998,-106.63333333333,"YES","YES"
114,"Saskatoon Personal Care Home",2014-06-19 12:49:00,"311 Silverwood Road, Saskatoon, SK, S7K 4S7","ID: 2607 Telehealth:  Rescode: 34424 Telephone: 931-2578 Fax: ","Saskatoon,Personal Care Home",52.1699999999998,-106.63333333333,"YES","YES"
115,"Saskatoon Personal Care Home",2014-06-20 12:49:00,"602 Spencer Way, Saskatoon, SK, S7K 7Y6","ID: 2852 Telehealth:  Rescode: 34424 Telephone: 668-6134 Fax: ","Saskatoon,Personal Care Home",52.1709999999998,-106.63333333333,"YES","YES"
116,"Saskatoon Personal Care Home",2014-06-21 12:49:00,"117 Mowat Crescent, Saskatoon, SK, S7L 4X9","ID: 3611 Telehealth:  Rescode: 34424 Telephone: 382-9267 Fax: ","Saskatoon,Personal Care Home",52.1719999999998,-106.63333333333,"YES","YES"
117,"Saskatoon Personal Care Home",2014-06-22 12:49:00,"357 Lloyd Crescent, Saskatoon, SK, S7K 4Z2","ID: 4448 Telehealth:  Rescode: 34424 Telephone: 384-2395 Fax: ","Saskatoon,Personal Care Home",52.1729999999998,-106.63333333333,"YES","YES"
118,"Saskatoon Personal Care Home",2014-06-23 12:49:00,"2942/2944 Cumberland AveS, Saskatoon, SK, S7J 2A6","ID: 5207 Telehealth:  Rescode: 34424 Telephone: 343-8541 Fax: ","Saskatoon,Personal Care Home",52.1739999999998,-106.63333333333,"YES","YES"
119,"Saskatoon Personal Care Home",2014-06-24 12:49:00,"21 Churchill Drive, Saskatoon, SK, S7K 3X2","ID: 5479 Telehealth:  Rescode: 34424 Telephone: 934-4859 Fax: ","Saskatoon,Personal Care Home",52.1749999999998,-106.63333333333,"YES","YES"
120,"Saskatoon Personal Care Home",2014-06-25 12:49:00,"W1/2SW12-38-5W3 RM #344, Saskatoon, SK, S7K 3J7","ID: 6165 Telehealth:  Rescode: 34424 Telephone: 955-2627 Fax: ","Saskatoon,Personal Care Home",52.1759999999998,-106.63333333333,"YES","YES"
121,"Saskatoon Personal Care Home",2014-06-26 12:49:00,"102 Pobran Cres., Saskatoon, SK, S7S 1G7","ID: 6173 Telehealth:  Rescode: 34424 Telephone: 249-3336 Fax: ","Saskatoon,Personal Care Home",52.1769999999998,-106.63333333333,"YES","YES"
122,"Saskatoon Personal Care Home",2014-06-27 12:49:00,"1631 Avenue C North, Saskatoon, SK, S7L 1L4","ID: 6262 Telehealth:  Rescode: 34424 Telephone: 934-0166 Fax: ","Saskatoon,Personal Care Home",52.1779999999998,-106.63333333333,"YES","YES"
123,"Saskatoon Personal Care Home",2014-06-28 12:49:00,"131 Sumner Crescent, Saskatoon, SK, S7L 7L9","ID: 6777 Telehealth:  Rescode: 34424 Telephone: 382-9764 Fax: ","Saskatoon,Personal Care Home",52.1789999999998,-106.63333333333,"YES","YES"
124,"Saskatoon Personal Care Home",2014-06-29 12:49:00,"738 6th Street East, Saskatoon, SK, S7H 1C4","ID: 6874 Telehealth:  Rescode: 34424 Telephone: 652-2118 Fax: ","Saskatoon,Personal Care Home",52.1799999999998,-106.63333333333,"YES","YES"
125,"Saskatoon Personal Care Home",2014-06-30 12:49:00,"1025 East Centre, Saskatoon, SK, S7J 3A2","ID: 6890 Telehealth:  Rescode: 34424 Telephone: 955-9525 Fax: ","Saskatoon,Personal Care Home",52.1809999999998,-106.63333333333,"YES","YES"
126,"Saskatoon Personal Care Home",2014-07-01 12:49:00,"111 Avenue U North, Saskatoon, SK, S7L 3C2","ID: 7102 Telehealth:  Rescode: 34424 Telephone: 384-3040 Fax: ","Saskatoon,Personal Care Home",52.1819999999998,-106.63333333333,"YES","YES"
127,"Saskatoon Personal Care Home",2014-07-02 12:49:00,"328 Winnipeg Avenue South, Saskatoon, SK, S7M 3M4","ID: 7137 Telehealth:  Rescode: 34424 Telephone:  Fax: ","Saskatoon,Personal Care Home",52.1829999999998,-106.63333333333,"YES","YES"
128,"Saskatoon Personal Care Home",2014-07-03 12:49:00,"2302 Cairns Avenue, Saskatoon, SK, S7J 1V1","ID: 7269 Telehealth:  Rescode: 34424 Telephone: 343-0877 Fax: ","Saskatoon,Personal Care Home",52.1839999999998,-106.63333333333,"YES","YES"
129,"Saskatoon Personal Care Home",2014-07-04 12:49:00,"419 Candle Place, Saskatoon, SK, S7K 5A8","ID: 7331 Telehealth:  Rescode: 34424 Telephone: 242-7904 Fax: ","Saskatoon,Personal Care Home",52.1849999999998,-106.63333333333,"YES","YES"
130,"Saskatoon Personal Care Home",2014-07-05 12:49:00,"235 Lewis Crescent, Saskatoon, SK, ","ID: 7404 Telehealth:  Rescode: 34424 Telephone: 934-9677 Fax: ","Saskatoon,Personal Care Home",52.1859999999998,-106.63333333333,"YES","YES"
131,"Saskatoon Personal Care Home",2014-07-06 12:49:00,"1635 Avenue D. North, Saskatoon, SK, S7L 1P9","ID: 7552 Telehealth:  Rescode: 34424 Telephone: 652-2560 Fax: ","Saskatoon,Personal Care Home",52.1869999999998,-106.63333333333,"YES","YES"
132,"Saskatoon Personal Care Home",2014-07-07 12:49:00,"2540 Melrose Avenue, Saskatoon, SK, S7J 0V6","ID: 7560 Telehealth:  Rescode: 34424 Telephone: 683-3337 Fax: ","Saskatoon,Personal Care Home",52.1879999999998,-106.63333333333,"YES","YES"
133,"Saskatoon Personal Care Home",2014-07-08 12:49:00,"2513 Preston Avenue, Saskatoon, SK, S7J 2G3","ID: 7588 Telehealth:  Rescode: 34424 Telephone: 955-3548 Fax: ","Saskatoon,Personal Care Home",52.1889999999998,-106.63333333333,"YES","YES"
134,"Saskatoon Personal Care Home",2014-07-09 12:49:00,"2421 Munroe Avenue, Saskatoon, SK, S7J 1S6","ID: 7615 Telehealth:  Rescode: 34424 Telephone: 249-1586 Fax: ","Saskatoon,Personal Care Home",52.1899999999998,-106.63333333333,"YES","YES"
135,"Saskatoon Convalescent Home",2014-06-03 12:49:00,"101 31st Street W., Saskatoon, SK, S7L 0P6","ID: 45278 Telehealth:  Rescode: 34424 Telephone: 244-7155 Fax: 244-2066","Saskatoon,Special Care Home",52.1559999999999,-106.63333333333,"YES","YES"
136,"Saskatoon City Hospital",2014-06-02 12:49:00,"701 Queen Street, Saskatoon, SK, S7K 0M7","ID: 140 Telehealth: Yes Rescode: 34424 Telephone: 655-8000 Fax: 655-8269","Saskatoon,Hospital,Provincial Hospital,Telehealth",52.1549999999999,-106.63333333333,"YES","YES"
137,"Saskatchewan Ltd. (630393)",2013-09-15 12:49:00,"2220 Cameron Street, Regina, SK, S4T 2V8","ID: 7609 Telehealth:  Rescode: 15923 Telephone:  Fax: ","Regina Qu'Appelle,Personal Care Home",50.4,-104.61666666667,"YES","YES"
138,"Santa Maria Senior Citizens Home",2014-01-12 12:49:00,"4215 Regina Avenue, Regina, SK, S4S 0J5","ID: 15208 Telehealth:  Rescode: 15923 Telephone: 766-7100 Fax: 766-7115","Regina Qu'Appelle,Special Care Home",51.0599999999999,-104.61666666667,"YES","YES"
139,"Sandy Bay Health Centre",2014-11-23 12:49:00,"Box 39, Sandy Bay, SK, S0P 0G0","ID: 212 Telehealth: Yes Rescode: 80573 Telephone: 754-2188 Fax: 754-2091","Mamawetan Churchill River,Health Centre,Telehealth",55.516666666667,-102.31666666667,"YES","YES"
140,"Saltcoats Personal Care Home",2014-01-08 12:49:00,"SW23-25-1W3RM Wallace 243, Saltcoats, SK, S0A 3R0","ID: 7080 Telehealth:  Rescode: 21331 Telephone: 744-2655 Fax: ","Sunrise,Personal Care Home",51.0333333333329,-102.16666666667,"YES","YES"
141,"Sacred Heart Care Home",2014-01-10 12:49:00,"1211/1215 Garnet Street, Regina, SK, S4T 2Y2","ID: 2534 Telehealth:  Rescode: 15923 Telephone: 525-6064 Fax: ","Regina Qu'Appelle,Personal Care Home",51.0499999999999,-104.61666666667,"YES","YES"
142,"Ruby Small",2014-06-01 12:49:00,"219 Stone Crescent, Saskatoon, SK, S7M 4J3","ID: 7536 Telehealth:  Rescode: 34424 Telephone: 384-0411 Fax: ","Saskatoon,Personal Care Home",52.1539999999999,-106.63333333333,"YES","YES"
143,"Royalty Home Care",2014-01-09 12:49:00,"109 A/B McIntyre Street, Regina, SK, S4R 2L5","ID: 3058 Telehealth:  Rescode: 15923 Telephone: 761-0575 Fax: ","Regina Qu'Appelle,Personal Care Home",51.0399999999999,-104.61666666667,"YES","YES"
144,"Royal University Hospital",2014-05-31 12:49:00,"103 Hospital Drive, Saskatoon, SK, S7N 0W8","ID: 142 Telehealth: Yes Rescode: 34424 Telephone: 655-1000 Fax: 655-1044","Saskatoon,Hospital,Provincial Hospital,Telehealth",52.1529999999999,-106.63333333333,"YES","YES"
145,"Rosthern Hospital",2014-08-17 12:49:00,"2016 2nd Street, Rosthern, SK, S0K 3R0","ID: 135 Telehealth: Yes Rescode: 40330 Telephone: 232-4811 Fax: 232-4887","Saskatoon,Hospital,Community Hospital,Telehealth",52.67,-106.33333333333,"YES","YES"
146,"Ross Payant Centennial Home",2013-07-25 12:49:00,"Box 1120, 300 Jubilee Pl., Assiniboia, SK, S0H 0B0","ID: 7126 Telehealth:  Rescode: 7230 Telephone: 642-3330 Fax: 642-3243","Five Hills,Special Care Home",49.636,-105.983333333329,"YES","YES"
147,"Rosetown & District Health Centre",2014-03-12 12:49:00,"Box 850, Highway 4 North, Rosetown, SK, S0L 2V0","ID: 133/19112 Telehealth: Yes Rescode: 28730 Telephone: 882-2672 Fax: 882-3335","Heartland,Hospital w/ Special Care Home,Community Hospital,Telehealth",51.5499999999999,-108,"YES","YES"
148,"Rose Valley Health Centre",2014-07-13 12:49:00,"Box 310, 119 McCallum Street, Rose Valley, SK, S0E 1M0","ID: 134 Telehealth:  Rescode: 36730 Telephone: 322-2115 Fax: 322-2037","Kelsey Trail,Health Centre",52.2999999999999,-103.81666666667,"YES","YES"
149,"Rose Haven Personal Care Home",2014-01-06 12:49:00,"286 Rodenbush Drive, Regina, SK, S4R 6X4","ID: 6130 Telehealth:  Rescode: 15923 Telephone: 543-4914 Fax: ","Regina Qu'Appelle,Personal Care Home",51.0299999999999,-104.61666666667,"YES","YES"
150,"Rolling Hills Villa",2013-08-16 12:49:00,"332 - 2nd Street West, Ponteix, SK, S0N 1Z0","ID: 4596 Telehealth:  Rescode: 7630 Telephone: 625-3511 Fax: ","Cypress,Personal Care Home",49.751,-107.483333333329,"YES","YES"
151,"Rocky Acres Country Care Home",2014-01-11 12:49:00,"SE34-24-28W2 RM Craik 222, Craik, SK, S0G 0V0","ID: 6963 Telehealth:  Rescode: 22230 Telephone: 734-2202 Fax: ","Five Hills,Personal Care Home",51.0499999999999,-105.81666666667,"YES","YES"
152,"Robinson Care Home",2014-01-05 12:49:00,"436 Robinson Street, Regina, SK, S4R 3R4","ID: 3379 Telehealth:  Rescode: 15923 Telephone: 545-7744 Fax: ","Regina Qu'Appelle,Personal Care Home",51.0199999999999,-104.61666666667,"YES","YES"
153,"RM of Orkney #244 Personal Care Home",2014-12-14 12:49:00,"SW 1/4-27-25-4, RM of Orkney #244, SK, ","ID: 7439 Telehealth:  Rescode: 24410 Telephone: 782-5786 Fax: ","Sunrise,Personal Care Home",0,0,"NO","YES"
154,"RM of Lakeland #521 Personal Care Home",2014-12-06 12:49:00,"S1/2-SE-33-53-26-W2ND,RM, RM of Lakeland #521, SK, ","ID: 7218 Telehealth:  Rescode: 52110 Telephone: 982-3678 Fax: ","Prince Albert Parkland,Personal Care Home",0,0,"NO","YES"
155,"Riverside Terrace Inc.",2014-05-30 12:49:00,"915 Sask. Cres. W., Saskatoon, SK, S7M 0M7","ID: 7374 Telehealth:  Rescode: 34424 Telephone: 664-1250 Fax: ","Saskatoon,Personal Care Home",52.1519999999999,-106.63333333333,"YES","YES"
156,"Riverside Health Complex",2014-10-30 12:49:00,"Box 10, Turtleford, SK, S0M 2Y0","ID: 154/25146 Telehealth: Yes Rescode: 49930 Telephone: 845-2195 Fax: 845-2772","Prairie North,Hospital w/ Special Care Home,Community Hospital,Telehealth",53.3833333333329,-108.95,"YES","YES"
157,"River Road Respite",2014-10-22 12:49:00,"ParcelA NW22-48-25W2RM361, Prince Albert, SK, S6V 5R5","ID: 4944 Telehealth:  Rescode: 46122 Telephone: 763-8168 Fax: ","Prince Albert Parkland,Personal Care Home",53.36,-105.76666666667,"YES","YES"
158,"River Heights Lodge",2014-08-05 12:49:00,"2001 99th Street, North Battleford, SK, S9A 0S3","ID: 24125 Telehealth:  Rescode: 43721 Telephone: 446-6950 Fax: 445-6032","Prairie North,Special Care Home",52.52,-108.28333333333,"YES","YES"
159,"Regina Pioneer Village",2014-01-04 12:49:00,"430 Pioneer Drive, Regina, SK, S4T 6L8","ID: 15183 Telehealth:  Rescode: 15923 Telephone: 757-5646 Fax: 757-5001","Regina Qu'Appelle,Special Care Home",51.0099999999999,-104.61666666667,"YES","YES"
160,"Regina Personal Care Home",2014-02-07 12:49:00,"175 Scarth Street, Regina, SK, S4R 2B8","ID: 213 Telehealth:  Rescode: 15923 Telephone: 545-1936 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2199999999998,-104.61666666667,"YES","YES"
161,"Regina Personal Care Home",2014-02-10 12:49:00,"420 Halifax Street, Regina, SK, S4R 1T3","ID: 426 Telehealth:  Rescode: 15923 Telephone: 545-6114 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2299999999998,-104.61666666667,"YES","YES"
162,"Regina Personal Care Home",2014-02-12 12:49:00,"39 Semple Bay, Regina, SK, S4R 7R3","ID: 3050 Telehealth:  Rescode: 15923 Telephone: 949-8519 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2399999999998,-104.61666666667,"YES","YES"
163,"Regina Personal Care Home",2014-02-14 12:49:00,"163 Thomson Avenue, Regina, SK, S4N 5L2","ID: 5924 Telehealth:  Rescode: 15923 Telephone: 585-6782 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2499999999998,-104.61666666667,"YES","YES"
164,"Regina Personal Care Home",2014-02-16 12:49:00,"216 Quebec Street North, Regina, SK, S4R 2S4","ID: 6416 Telehealth:  Rescode: 15923 Telephone: 543-2113 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2599999999998,-104.61666666667,"YES","YES"
165,"Regina Personal Care Home",2014-02-19 12:49:00,"4008 Montague Street, Regina, SK, S4S 3J9","ID: 7099 Telehealth:  Rescode: 15923 Telephone: 546-4336 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2699999999998,-104.61666666667,"YES","YES"
166,"Regina Personal Care Home",2014-02-21 12:49:00,"146 Williston Drive, Regina, SK, S4X 1C6","ID: 7234 Telehealth:  Rescode: 15923 Telephone: 949-8632 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2799999999998,-104.61666666667,"YES","YES"
167,"Regina Personal Care Home",2014-02-23 12:49:00,"207 Trifinov Crescent, Regina, SK, S4R 7C8","ID: 7242 Telehealth:  Rescode: 15923 Telephone: 545-0290 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2899999999998,-104.61666666667,"YES","YES"
168,"Regina Personal Care Home",2014-02-24 12:49:00,"207 Trifinov Crescent, Regina, SK, S4R 7C8","ID: 7242 Telehealth:  Rescode: 15923 Telephone: 545-0290 Fax: ","Regina Qu'Appelle,Personal Care Home",51.2999999999998,-104.61666666667,"YES","YES"
169,"Regina Personal Care Home",2014-02-25 12:49:00,"3A Neill Place, Regina, SK, S4N 2V4","ID: 7285 Telehealth:  Rescode: 15923 Telephone: 949-1637 Fax: ","Regina Qu'Appelle,Personal Care Home",51.3099999999998,-104.61666666667,"YES","YES"
170,"Regina Personal Care Home",2014-02-27 12:49:00,"1414 MCTAVISH STREET, Regina, SK, S4T 3W2","ID: 7498 Telehealth:  Rescode: 15923 Telephone: 565-0406 Fax: ","Regina Qu'Appelle,Personal Care Home",51.3199999999998,-104.61666666667,"YES","YES"
171,"Regina Personal Care Home",2014-02-28 12:49:00,"45 Anderson Avenue, Regina, SK, S4S 4R3","ID: 7621 Telehealth:  Rescode: 15923 Telephone: 789-7535 Fax: ","Regina Qu'Appelle,Personal Care Home",51.3299999999998,-104.61666666667,"YES","YES"
172,"Regina Lutheran Home",2014-01-03 12:49:00,"1925 5th Avenue N., Regina, SK, S4R 7W1","ID: 15174 Telehealth:  Rescode: 15923 Telephone: 543-4055 Fax: 543-4094","Regina Qu'Appelle,Special Care Home",50.9999999999999,-104.61666666667,"YES","YES"
173,"Regina General Hospital",2014-01-02 12:49:00,"1440 14th Avenue, Regina, SK, S4P 0W5","ID: 129 Telehealth: Yes Rescode: 15923 Telephone: 766-4444 Fax: 766-4723","Regina Qu'Appelle,Hospital,Provincial Hospital,Telehealth",50.9899999999999,-104.61666666667,"YES","YES"
174,"Regina Community Clinic",2013-12-30 12:49:00,"Regina Community Clinic, 1106 Winnipeg Street, Regina, SK, S4R 1J6","ID: 15 Telehealth:  Rescode: 15923 Telephone: 543-7880 Fax: ","Regina Qu'Appelle,Primary Health Centre",50.9799999999999,-104.61666666667,"YES","YES"
175,"Redvers Health Centre/Centennial Haven",2013-07-19 12:49:00,"Box 30, 18 Eichhorst Street, Redvers, SK, S0C 2H0","ID: 128/11127 Telehealth: Yes Rescode: 6130 Telephone: 452-3553 Fax: 452-3556","Sun Country,Hospital w/ Special Care Home,Community Hospital,Telehealth",49.5666666666669,-101.7,"YES","YES"
176,"Red Wing Terrace",2014-10-21 12:49:00,"252 Pine Street, Prince Albert, SK, ","ID: 7129 Telehealth:  Rescode: 46122 Telephone: 763-0705 Fax: ","Prince Albert Parkland,Personal Care Home",53.35,-105.76666666667,"YES","YES"
177,"Red Deer Nursing Home",2014-08-11 12:49:00,"Box 70, 330 Oak Street, Porcupine Plain, SK, S0E 1H0","ID: 33121 Telehealth:  Rescode: 39530 Telephone: 278-2417 Fax: 278-3088","Kelsey Trail,Special Care Home",52.62,-103.25,"YES","YES"
178,"Raymore Community Health & Social Centre",2014-03-03 12:49:00,"Box 134, 806 2nd Avenue, Raymore, SK, S0A 3J0","ID: 667 Telehealth:  Rescode: 27830 Telephone: 746-2231 Fax: 746-4639","Regina Qu'Appelle,Health Centre",51.41,-104.51666666667,"YES","YES"
179,"Rawlinson Crescent Care Home",2013-12-29 12:49:00,"39 Rawlinson Crescent, Regina, SK, S4S 6B7","ID: 7633 Telehealth:  Rescode: 15923 Telephone: 790-7846 Fax: ","Regina Qu'Appelle,Personal Care Home",50.9699999999999,-104.61666666667,"YES","YES"
180,"Radville Marian Health Centre",2013-07-17 12:49:00,"Box 310, 310 Railway Avenue, Radville, SK, S0C 2G0","ID: 127/8110 Telehealth: Yes Rescode: 3830 Telephone: 869-2224 Fax: 869-2653","Sun Country,Health Centre w/ Special Care Home,24/7 ER Health Centre Site,Telehealth",49.45,-104.28333333333,"YES","YES"
181,"Rabbit Lake Health Care Centre Inc.",2014-09-23 12:49:00,"Box 156, Rabbit Lake, SK, S0M 2L0","ID: 5967 Telehealth:  Rescode: 46756 Telephone: 824-2020 Fax: ","Prince Albert Parkland,Personal Care Home",53.14,-107.76666666667,"YES","YES"
182,"Quill Lake Community Health & Social Centre",2014-04-04 12:49:00,"Box 126, 50 Main Street, Quill Lake, SK, S0A 3E0","ID:  Telehealth:  Rescode: 33850 Telephone: 383-2266 Fax: 383-2290","Saskatoon,Health Centre",52.0666666666669,-104.25,"YES","YES"
183,"Qu'Appelle House",2013-12-27 12:49:00,"1425 College Avenue, Regina, SK, S4P 1B4","ID: 15165 Telehealth:  Rescode: 15923 Telephone: 522-0335 Fax: 522-4800","Regina Qu'Appelle,Special Care Home",50.9599999999999,-104.61666666667,"YES","YES"
184,"Providence Place",2013-10-12 12:49:00,"100 2nd Avenue N.E., Moose Jaw, SK, S6H 1B8","ID: 6169 Telehealth: Yes Rescode: 16120 Telephone: 694-8081 Fax: 694-8804","Five Hills,Special Care Home,Telehealth",50.5,-105.53333333333,"YES","YES"
185,"Providence Personal Care Home",2014-05-29 12:49:00,"1011/1013 McCormack Road, Saskatoon, SK, S7M 5C2","ID: 6068 Telehealth:  Rescode: 34424 Telephone: 978-5282 Fax: ","Saskatoon,Personal Care Home",52.1509999999999,-106.63333333333,"YES","YES"
186,"Princess Care Home",2013-12-25 12:49:00,"3231 Whitmore Avenue, Regina, SK, S4S 1C1","ID: 5843 Telehealth:  Rescode: 15923 Telephone: 586-4444 Fax: ","Regina Qu'Appelle,Personal Care Home",50.9499999999999,-104.61666666667,"YES","YES"
187,"Prince Albert Personal Care Home",2014-11-03 12:49:00,"433 Mahon Drive, Prince Albert, SK, S6V 7Z8","ID: 6858 Telehealth:  Rescode: 46122 Telephone: 922-3951 Fax: ","Prince Albert Parkland,Personal Care Home",53.42,-105.76666666667,"YES","YES"
188,"Prince Albert Personal Care Home",2014-11-04 12:49:00,"686 Buchanan Drive, Prince Albert, SK, S6V 5Z8","ID: 7161 Telehealth:  Rescode: 46122 Telephone: 764-8559 Fax: ","Prince Albert Parkland,Personal Care Home",53.43,-105.76666666667,"YES","YES"
189,"Prince ALbert Personal Care Home",2014-11-05 12:49:00,"1001/1003 13th St.W, Prince ALbert, SK, S6V 1N7","ID: 7277 Telehealth:  Rescode: 46122 Telephone: 763-0234 Fax: ","Prince Albert Parkland,Personal Care Home",53.44,-105.76666666667,"YES","YES"
190,"Prince ALbert Personal Care Home",2014-11-06 12:49:00,"455-6th Street East, Prince ALbert, SK, S6V 0N3","ID: 7366 Telehealth:  Rescode: 46122 Telephone:  Fax: ","Prince Albert Parkland,Personal Care Home",53.45,-105.76666666667,"YES","YES"
191,"Prince Albert Personal Care Home",2014-11-07 12:49:00,"236-22nd Street East, Prince Albert, SK, S6V 1L9","ID: 7382 Telehealth:  Rescode: 46122 Telephone: 764-3058 Fax: ","Prince Albert Parkland,Personal Care Home",53.46,-105.76666666667,"YES","YES"
192,"Primary Health Centre-Southeast",2014-05-28 12:49:00,"Scott-Forget Towers, 100-2501 Louise Street, Saskatoon, SK, S7J 3M1","ID: 16 Telehealth:  Rescode: 34424 Telephone: 655-5365 Fax: ","Saskatoon,Primary Health Centre",52.1499999999999,-106.63333333333,"YES","YES"
193,"Preeceville Hospital",2014-04-01 12:49:00,"Box 469, 712 7th Street N.E., Preeceville, SK, S0A 1M0","ID: 117 Telehealth:  Rescode: 33430 Telephone: 547-2102 Fax: 547-2223","Sunrise,Hospital w/ Special Care Home,Community Hospital",51.952,-102.66666666667,"YES","YES"
194,"Prairie View Health Centre",2013-07-16 12:49:00,"Box 390, 241 1st Avenue, Mankota, SK, S0H 2W0","ID: 87 Telehealth:  Rescode: 4553 Telephone: 478-2200 Fax: 478-2462","Cypress,Health Centre w/ Special Care Home,ER Health Centre Site",49.4166666666669,-107.06666666667,"YES","YES"
195,"Prairie Pioneers Lodge",2013-09-07 12:49:00,"302 Central Avenue S., Swift Current, SK, S9H 3G3","ID: 3142 Telehealth:  Rescode: 13725 Telephone: 778-5192 Fax: 773-1635","Cypress,Special Care Home",50.285,-107.8,"YES","YES"
196,"Prairie Health Care Centre",2013-10-31 12:49:00,"Box 79, 517 1st Street N., Cabri, SK, S0N 1A0","ID: 15 Telehealth: Yes Rescode: 16830 Telephone: 587-2623 Fax: 587-2751","Cypress,Health Centre w/ Special Care Home,24/7 ER Health Centre Site,Telehealth",50.616666666667,-108.466666666669,"YES","YES"
197,"Prairie Haven",2013-08-14 12:49:00,"114 Napier Street, Cadillac, SK, S0N 0K0","ID: 19 Telehealth:  Rescode: 7752 Telephone: 785-2146 Fax: ","Cypress,Personal Care Home",49.733333333333,-107.75,"YES","YES"
