"#","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","APPROVED","VERIFIED"
104,"Shelbee Personal Care Home",2013-09-19 12:49:00,"10108 Ross Crescent, North Battleford, SK, S9A 2Y3","ID: 6580 Rescode: 43721 Telephone: 445-5011 Fax: ","Prairie North,Personal Care Home,",52.7833333333329,-108.28333333333,"YES","YES"
105,"Shaunavon Hospital and Care Centre",2012-06-28 12:49:00,"Box 789, 660 4th Street E., Shaunavon, SK, S0N 2M0","ID: 144/4145 Rescode: 7830 Telephone: 297-2644 Fax: 297-2502","Cypress,Hospital w/ Special Care Home,Community Hospital",49.6499999999999,-108.41666666667,"YES","YES"
106,"Shady Pines",2012-10-26 12:49:00,"542/544 Rose Street, Regina, SK, S4R 1Z3","ID: 3182 Rescode: 15923 Telephone: 924-4500 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
107,"Serenity Care Home",2013-08-06 12:49:00,"1449 - 12th Street West, Prince Albert, SK, S6V 3E7","ID: 6270 Rescode: 46122 Telephone: 763-4132 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
108,"Schutte Care Home",2013-08-17 12:49:00,"SE-1/4-10-50-1-W3RM#493, Shellbrook, SK, S0J 2E0","ID: 1082 Rescode: 49330 Telephone: 922-8390 Fax: ","Prince Albert Parkland,Personal Care Home,",53.216666666667,-106.4,"YES","YES"
109,"Sasko Park Lodge",2013-06-20 12:49:00,"Box 1330, 806 97th Avenue, Tisdale, SK, S0E 1T0","ID: 33130 Rescode: 42730 Telephone: 873-4585 Fax: 873-2404","Kelsey Trail,Special Care Home,",52.85,-104.05,"YES","YES"
110,"Saskatoon Vetrans Home",2013-01-28 12:49:00,"2109 Preston Avenue, Saskatoon, SK, S7J 2E7","ID:  Rescode: 34424 Telephone: 655-3750 Fax: ","Saskatoon,Special Care Home,",52.116666666667,-106.63333333333,"YES","YES"
111,"Saskatoon Personal Care Home",2013-03-30 12:49:00,"1607 Acadia Drive, Saskatoon, SK, S7H 5K7","ID: 1740 Rescode: 34424 Telephone: 374-0403 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
112,"Saskatoon Personal Care Home",2013-03-31 12:49:00,"1426 Avenue I North, Saskatoon, SK, S7L 2J5","ID: 2259 Rescode: 34424 Telephone: 653-5904 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
113,"Saskatoon Personal Care Home",2013-04-01 12:49:00,"311 Silverwood Road, Saskatoon, SK, S7K 4S7","ID: 2607 Rescode: 34424 Telephone: 931-2578 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
114,"Saskatoon Personal Care Home",2013-04-02 12:49:00,"602 Spencer Way, Saskatoon, SK, S7K 7Y6","ID: 2852 Rescode: 34424 Telephone: 668-6134 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
115,"Saskatoon Personal Care Home",2013-04-03 12:49:00,"117 Mowat Crescent, Saskatoon, SK, S7L 4X9","ID: 3611 Rescode: 34424 Telephone: 382-9267 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
116,"Saskatoon Personal Care Home",2013-04-04 12:49:00,"357 Lloyd Crescent, Saskatoon, SK, S7K 4Z2","ID: 4448 Rescode: 34424 Telephone: 384-2395 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
117,"Saskatoon Personal Care Home",2013-04-05 12:49:00,"2942/2944 Cumberland AveS, Saskatoon, SK, S7J 2A6","ID: 5207 Rescode: 34424 Telephone: 343-8541 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
118,"Saskatoon Personal Care Home",2013-04-06 12:49:00,"21 Churchill Drive, Saskatoon, SK, S7K 3X2","ID: 5479 Rescode: 34424 Telephone: 934-4859 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
119,"Saskatoon Personal Care Home",2013-04-07 12:49:00,"W1/2SW12-38-5W3 RM #344, Saskatoon, SK, S7K 3J7","ID: 6165 Rescode: 34424 Telephone: 955-2627 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
120,"Saskatoon Personal Care Home",2013-04-08 12:49:00,"102 Pobran Cres., Saskatoon, SK, S7S 1G7","ID: 6173 Rescode: 34424 Telephone: 249-3336 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
121,"Saskatoon Personal Care Home",2013-04-09 12:49:00,"1631 Avenue C North, Saskatoon, SK, S7L 1L4","ID: 6262 Rescode: 34424 Telephone: 934-0166 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
122,"Saskatoon Personal Care Home",2013-04-10 12:49:00,"131 Sumner Crescent, Saskatoon, SK, S7L 7L9","ID: 6777 Rescode: 34424 Telephone: 382-9764 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
123,"Saskatoon Personal Care Home",2013-04-11 12:49:00,"738 6th Street East, Saskatoon, SK, S7H 1C4","ID: 6874 Rescode: 34424 Telephone: 652-2118 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
124,"Saskatoon Personal Care Home",2013-04-12 12:49:00,"1025 East Centre, Saskatoon, SK, S7J 3A2","ID: 6890 Rescode: 34424 Telephone: 955-9525 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
125,"Saskatoon Personal Care Home",2013-04-13 12:49:00,"111 Avenue U North, Saskatoon, SK, S7L 3C2","ID: 7102 Rescode: 34424 Telephone: 384-3040 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
126,"Saskatoon Personal Care Home",2013-04-14 12:49:00,"328 Winnipeg Avenue South, Saskatoon, SK, S7M 3M4","ID: 7137 Rescode: 34424 Telephone:  Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
127,"Saskatoon Personal Care Home",2013-04-15 12:49:00,"2302 Cairns Avenue, Saskatoon, SK, S7J 1V1","ID: 7269 Rescode: 34424 Telephone: 343-0877 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
128,"Saskatoon Personal Care Home",2013-04-16 12:49:00,"419 Candle Place, Saskatoon, SK, S7K 5A8","ID: 7331 Rescode: 34424 Telephone: 242-7904 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
129,"Saskatoon Personal Care Home",2013-04-17 12:49:00,"235 Lewis Crescent, Saskatoon, SK, ","ID: 7404 Rescode: 34424 Telephone: 934-9677 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
130,"Saskatoon Personal Care Home",2013-04-18 12:49:00,"1635 Avenue D. North, Saskatoon, SK, S7L 1P9","ID: 7552 Rescode: 34424 Telephone: 652-2560 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
131,"Saskatoon Personal Care Home",2013-04-19 12:49:00,"2540 Melrose Avenue, Saskatoon, SK, S7J 0V6","ID: 7560 Rescode: 34424 Telephone: 683-3337 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
132,"Saskatoon Personal Care Home",2013-04-20 12:49:00,"2513 Preston Avenue, Saskatoon, SK, S7J 2G3","ID: 7588 Rescode: 34424 Telephone: 955-3548 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
133,"Saskatoon Personal Care Home",2013-04-21 12:49:00,"2421 Munroe Avenue, Saskatoon, SK, S7J 1S6","ID: 7615 Rescode: 34424 Telephone: 249-1586 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
134,"Saskatoon Convalescent Home",2013-01-27 12:49:00,"101 31st Street W., Saskatoon, SK, S7L 0P6","ID: 45278 Rescode: 34424 Telephone: 244-7155 Fax: 244-2066","Saskatoon,Special Care Home,",52.116666666667,-106.63333333333,"YES","YES"
135,"Saskatoon City Hospital",2012-12-28 12:49:00,"701 Queen Street, Saskatoon, SK, S7K 0M7","ID: 140 Rescode: 34424 Telephone: 655-8000 Fax: 655-8269","Saskatoon,Hospital,Provincial Hospital",52.116666666667,-106.63333333333,"YES","YES"
136,"Santa Maria Senior Citizens Home",2012-08-25 12:49:00,"4215 Regina Avenue, Regina, SK, S4S 0J5","ID: 15208 Rescode: 15923 Telephone: 766-7100 Fax: 766-7115","Regina Qu'Appelle,Special Care Home,",50.45,-104.61666666667,"YES","YES"
137,"Sandy Bay Health Centre",2013-09-27 12:49:00,"Box 39, Sandy Bay, SK, S0P 0G0","ID: 212 Rescode: 80573 Telephone: 754-2188 Fax: 754-2091","Mamawetan Churchill River,Health Centre,",55.516666666667,-102.31666666667,"YES","YES"
138,"Saltcoats Personal Care Home",2012-12-17 12:49:00,"SW23-25-1W3RM Wallace 243, Saltcoats, SK, S0A 3R0","ID: 7080 Rescode: 21331 Telephone: 744-2655 Fax: ","Sunrise,Personal Care Home,",51.0333333333329,-102.16666666667,"YES","YES"
139,"Sacred Heart Care Home",2012-10-25 12:49:00,"1211/1215 Garnet Street, Regina, SK, S4T 2Y2","ID: 2534 Rescode: 15923 Telephone: 525-6064 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
140,"Ruby Small",2013-03-27 12:49:00,"219 Stone Crescent, Saskatoon, SK, S7M 4J3","ID: 7536 Rescode: 34424 Telephone: 384-0411 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
141,"Royalty Home Care",2012-10-24 12:49:00,"109 A/B McIntyre Street, Regina, SK, S4R 2L5","ID: 3058 Rescode: 15923 Telephone: 761-0575 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
142,"Royal University Hospital",2012-12-27 12:49:00,"103 Hospital Drive, Saskatoon, SK, S7N 0W8","ID: 142 Rescode: 34424 Telephone: 655-1000 Fax: 655-1044","Saskatoon,Hospital,Provincial Hospital",52.116666666667,-106.63333333333,"YES","YES"
143,"Rosthern Hospital",2012-12-26 12:49:00,"2016 2nd Street, Rosthern, SK, S0K 3R0","ID: 135 Rescode: 40330 Telephone: 232-4811 Fax: 232-4887","Saskatoon,Hospital,Community Hospital",52.6666666666669,-106.33333333333,"YES","YES"
144,"Ross Payant Centennial Home",2012-06-06 12:49:00,"Box 1120, 300 Jubilee Pl., Assiniboia, SK, S0H 0B0","ID: 7126 Rescode: 7230 Telephone: 642-3330 Fax: 642-3243","Five Hills,Special Care Home,",49.6333333333329,-105.983333333329,"YES","YES"
145,"Rosetown & District Health Centre",2013-05-07 12:49:00,"Box 850, Highway 4 North, Rosetown, SK, S0L 2V0","ID: 133/19112 Rescode: 28730 Telephone: 882-2672 Fax: 882-3335","Heartland,Hospital w/ Special Care Home,Community Hospital",51.5499999999999,-108,"YES","YES"
146,"Rose Valley Health Centre",2013-06-10 12:49:00,"Box 310, 119 McCallum Street, Rose Valley, SK, S0E 1M0","ID: 134 Rescode: 36730 Telephone: 322-2115 Fax: 322-2037","Kelsey Trail,Health Centre,",52.2999999999999,-103.81666666667,"YES","YES"
147,"Rose Haven Personal Care Home",2012-10-23 12:49:00,"286 Rodenbush Drive, Regina, SK, S4R 6X4","ID: 6130 Rescode: 15923 Telephone: 543-4914 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
148,"Rolling Hills Villa",2012-07-16 12:49:00,"332 - 2nd Street West, Ponteix, SK, S0N 1Z0","ID: 4596 Rescode: 7630 Telephone: 625-3511 Fax: ","Cypress,Personal Care Home,",49.75,-107.483333333329,"YES","YES"
149,"Rocky Acres Country Care Home",2012-06-11 12:49:00,"SE34-24-28W2 RM Craik 222, Craik, SK, S0G 0V0","ID: 6963 Rescode: 22230 Telephone: 734-2202 Fax: ","Five Hills,Personal Care Home,",51.0499999999999,-105.81666666667,"YES","YES"
150,"Robinson Care Home",2012-10-22 12:49:00,"436 Robinson Street, Regina, SK, S4R 3R4","ID: 3379 Rescode: 15923 Telephone: 545-7744 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
151,"RM of Orkney #244 Personal Care Home",2012-12-16 12:49:00,"SW 1/4-27-25-4, RM of Orkney #244, SK, ","ID: 7439 Rescode: 24410 Telephone: 782-5786 Fax: ","Sunrise,Personal Care Home,",,,"YES","YES"
152,"RM of Lakeland #521 Personal Care Home",2013-08-16 12:49:00,"S1/2-SE-33-53-26-W2ND,RM, RM of Lakeland #521, SK, ","ID: 7218 Rescode: 52110 Telephone: 982-3678 Fax: ","Prince Albert Parkland,Personal Care Home,",,,"YES","YES"
153,"Riverside Terrace Inc.",2013-03-26 12:49:00,"915 Sask. Cres. W., Saskatoon, SK, S7M 0M7","ID: 7374 Rescode: 34424 Telephone: 664-1250 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
154,"Riverside Health Complex",2013-09-06 12:49:00,"Box 10, Turtleford, SK, S0M 2Y0","ID: 154/25146 Rescode: 49930 Telephone: 845-2195 Fax: 845-2772","Prairie North,Hospital w/ Special Care Home,Community Hospital",53.3833333333329,-108.95,"YES","YES"
155,"River Road Respite",2013-08-05 12:49:00,"ParcelA NW22-48-25W2RM361, Prince Albert, SK, S6V 5R5","ID: 4944 Rescode: 46122 Telephone: 763-8168 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
156,"River Heights Lodge",2013-09-12 12:49:00,"2001 99th Street, North Battleford, SK, S9A 0S3","ID: 24125 Rescode: 43721 Telephone: 446-6950 Fax: 445-6032","Prairie North,Special Care Home,",52.7833333333329,-108.28333333333,"YES","YES"
157,"Regina Pioneer Village",2012-08-24 12:49:00,"430 Pioneer Drive, Regina, SK, S4T 6L8","ID: 15183 Rescode: 15923 Telephone: 757-5646 Fax: 757-5001","Regina Qu'Appelle,Special Care Home,",50.45,-104.61666666667,"YES","YES"
158,"Regina Personal Care Home",2012-11-08 12:49:00,"175 Scarth Street, Regina, SK, S4R 2B8","ID: 213 Rescode: 15923 Telephone: 545-1936 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
159,"Regina Personal Care Home",2012-11-10 12:49:00,"39 Semple Bay, Regina, SK, S4R 7R3","ID: 3050 Rescode: 15923 Telephone: 949-8519 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
160,"Regina Personal Care Home",2012-11-09 12:49:00,"420 Halifax Street, Regina, SK, S4R 1T3","ID: 426 Rescode: 15923 Telephone: 545-6114 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
161,"Regina Personal Care Home",2012-11-11 12:49:00,"163 Thomson Avenue, Regina, SK, S4N 5L2","ID: 5924 Rescode: 15923 Telephone: 585-6782 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
162,"Regina Personal Care Home",2012-11-12 12:49:00,"216 Quebec Street North, Regina, SK, S4R 2S4","ID: 6416 Rescode: 15923 Telephone: 543-2113 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
163,"Regina Personal Care Home",2012-11-13 12:49:00,"4008 Montague Street, Regina, SK, S4S 3J9","ID: 7099 Rescode: 15923 Telephone: 546-4336 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
164,"Regina Personal Care Home",2012-11-14 12:49:00,"146 Williston Drive, Regina, SK, S4X 1C6","ID: 7234 Rescode: 15923 Telephone: 949-8632 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
165,"Regina Personal Care Home",2012-11-15 12:49:00,"207 Trifinov Crescent, Regina, SK, S4R 7C8","ID: 7242 Rescode: 15923 Telephone: 545-0290 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
166,"Regina Personal Care Home",2012-11-16 12:49:00,"207 Trifinov Crescent, Regina, SK, S4R 7C8","ID: 7242 Rescode: 15923 Telephone: 545-0290 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
167,"Regina Personal Care Home",2012-11-17 12:49:00,"3A Neill Place, Regina, SK, S4N 2V4","ID: 7285 Rescode: 15923 Telephone: 949-1637 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
168,"Regina Personal Care Home",2012-11-18 12:49:00,"1414 MCTAVISH STREET, Regina, SK, S4T 3W2","ID: 7498 Rescode: 15923 Telephone: 565-0406 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
169,"Regina Personal Care Home",2012-11-19 12:49:00,"45 Anderson Avenue, Regina, SK, S4S 4R3","ID: 7621 Rescode: 15923 Telephone: 789-7535 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
170,"Regina Lutheran Home",2012-08-23 12:49:00,"1925 5th Avenue N., Regina, SK, S4R 7W1","ID: 15174 Rescode: 15923 Telephone: 543-4055 Fax: 543-4094","Regina Qu'Appelle,Special Care Home,",50.45,-104.61666666667,"YES","YES"
171,"Regina General Hospital",2012-07-27 12:49:00,"1440 14th Avenue, Regina, SK, S4P 0W5","ID: 129 Rescode: 15923 Telephone: 766-4444 Fax: 766-4723","Regina Qu'Appelle,Hospital,Provincial Hospital",50.45,-104.61666666667,"YES","YES"
172,"Regina Community Clinic",2012-11-22 12:49:00,"Regina Community Clinic, 1106 Winnipeg Street, Regina, SK, S4R 1J6","ID: 15 Rescode: 15923 Telephone: 543-7880 Fax: ","Regina Qu'Appelle,Primary Health Centre,",50.45,-104.61666666667,"YES","YES"
173,"Redvers Health Centre/Centennial Haven",2012-04-28 12:49:00,"Box 30, 18 Eichhorst Street, Redvers, SK, S0C 2H0","ID: 128/11127 Rescode: 6130 Telephone: 452-3553 Fax: 452-3556","Sun Country,Hospital w/ Special Care Home,Community Hospital",49.5666666666669,-101.7,"YES","YES"
174,"Red Wing Terrace",2013-08-04 12:49:00,"252 Pine Street, Prince Albert, SK, ","ID: 7129 Rescode: 46122 Telephone: 763-0705 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
175,"Red Deer Nursing Home",2013-06-17 12:49:00,"Box 70, 330 Oak Street, Porcupine Plain, SK, S0E 1H0","ID: 33121 Rescode: 39530 Telephone: 278-2417 Fax: 278-3088","Kelsey Trail,Special Care Home,",52.6,-103.25,"YES","YES"
176,"Raymore Community Health & Social Centre",2012-08-03 12:49:00,"Box 134, 806 2nd Avenue, Raymore, SK, S0A 3J0","ID: 667 Rescode: 27830 Telephone: 746-2231 Fax: 746-4639","Regina Qu'Appelle,Health Centre,",51.4166666666669,-104.51666666667,"YES","YES"
177,"Rawlinson Crescent Care Home",2012-10-21 12:49:00,"39 Rawlinson Crescent, Regina, SK, S4S 6B7","ID: 7633 Rescode: 15923 Telephone: 790-7846 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
178,"Radville Marian Health Centre",2012-05-07 12:49:00,"Box 310, 310 Railway Avenue, Radville, SK, S0C 2G0","ID: 127/8110 Rescode: 3830 Telephone: 869-2224 Fax: 869-2653","Sun Country,Health Centre w/ Special Care Home,24/7 ER Health Centre Site",49.45,-104.28333333333,"YES","YES"
179,"Rabbit Lake Health Care Centre Inc.",2013-08-15 12:49:00,"Box 156, Rabbit Lake, SK, S0M 2L0","ID: 5967 Rescode: 46756 Telephone: 824-2020 Fax: ","Prince Albert Parkland,Personal Care Home,",53.1333333333329,-107.76666666667,"YES","YES"
180,"Quill Lake Community Health & Social Centre",2013-01-06 12:49:00,"Box 126, 50 Main Street, Quill Lake, SK, S0A 3E0","ID:  Rescode: 33850 Telephone: 383-2266 Fax: 383-2290","Saskatoon,Health Centre,",52.0666666666669,-104.25,"YES","YES"
181,"Qu'Appelle House",2012-08-22 12:49:00,"1425 College Avenue, Regina, SK, S4P 1B4","ID: 15165 Rescode: 15923 Telephone: 522-0335 Fax: 522-4800","Regina Qu'Appelle,Special Care Home,",50.45,-104.61666666667,"YES","YES"
182,"Providence Place",2012-06-09 12:49:00,"100 2nd Avenue N.E., Moose Jaw, SK, S6H 1B8","ID: 6169 Rescode: 16120 Telephone: 694-8081 Fax: 694-8804","Five Hills,Special Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
183,"Providence Personal Care Home",2013-03-25 12:49:00,"1011/1013 McCormack Road, Saskatoon, SK, S7M 5C2","ID: 6068 Rescode: 34424 Telephone: 978-5282 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
184,"Princess Care Home",2012-10-20 12:49:00,"3231 Whitmore Avenue, Regina, SK, S4S 1C1","ID: 5843 Rescode: 15923 Telephone: 586-4444 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
185,"Prince Albert Personal Care Home",2013-08-10 12:49:00,"433 Mahon Drive, Prince Albert, SK, S6V 7Z8","ID: 6858 Rescode: 46122 Telephone: 922-3951 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
186,"Prince Albert Personal Care Home",2013-08-11 12:49:00,"686 Buchanan Drive, Prince Albert, SK, S6V 5Z8","ID: 7161 Rescode: 46122 Telephone: 764-8559 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
187,"Prince ALbert Personal Care Home",2013-08-12 12:49:00,"1001/1003 13th St.W, Prince ALbert, SK, S6V 1N7","ID: 7277 Rescode: 46122 Telephone: 763-0234 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
188,"Prince ALbert Personal Care Home",2013-08-13 12:49:00,"455-6th Street East, Prince ALbert, SK, S6V 0N3","ID: 7366 Rescode: 46122 Telephone:  Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
189,"Prince Albert Personal Care Home",2013-08-14 12:49:00,"236-22nd Street East, Prince Albert, SK, S6V 1L9","ID: 7382 Rescode: 46122 Telephone: 764-3058 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
190,"Primary Health Centre-Southeast",2013-04-29 12:49:00,"Scott-Forget Towers, 100-2501 Louise Street, Saskatoon, SK, S7J 3M1","ID: 16 Rescode: 34424 Telephone: 655-5365 Fax: ","Saskatoon,Primary Health Centre,",52.116666666667,-106.63333333333,"YES","YES"
191,"Preeceville Hospital",2012-11-26 12:49:00,"Box 469, 712 7th Street N.E., Preeceville, SK, S0A 1M0","ID: 117 Rescode: 33430 Telephone: 547-2102 Fax: 547-2223","Sunrise,Hospital w/ Special Care Home,Community Hospital",51.95,-102.66666666667,"YES","YES"
192,"Prairie View Health Centre",2012-07-05 12:49:00,"Box 390, 241 1st Avenue, Mankota, SK, S0H 2W0","ID: 87 Rescode: 4553 Telephone: 478-2200 Fax: 478-2462","Cypress,Health Centre w/ Special Care Home,ER Health Centre Site",49.4166666666669,-107.06666666667,"YES","YES"
193,"Prairie Pioneers Lodge",2012-07-10 12:49:00,"302 Central Avenue S., Swift Current, SK, S9H 3G3","ID: 3142 Rescode: 13725 Telephone: 778-5192 Fax: 773-1635","Cypress,Special Care Home,",50.2833333333329,-107.8,"YES","YES"
194,"Prairie Health Care Centre",2012-07-02 12:49:00,"Box 79, 517 1st Street N., Cabri, SK, S0N 1A0","ID: 15 Rescode: 16830 Telephone: 587-2623 Fax: 587-2751","Cypress,Health Centre w/ Special Care Home,24/7 ER Health Centre Site",50.616666666667,-108.466666666669,"YES","YES"
195,"Prairie Haven",2012-07-13 12:49:00,"114 Napier Street, Cadillac, SK, S0N 0K0","ID: 19 Rescode: 7752 Telephone: 785-2146 Fax: ","Cypress,Personal Care Home,",49.733333333333,-107.75,"YES","YES"
196,"Porcupine Carragana Hospital",2013-06-05 12:49:00,"Box 70, 1 Windsor Avenue, Porcupine Plain, SK, S0E 1H0","ID: 116 Rescode: 39530 Telephone: 278-2233 Fax: 278-3324","Kelsey Trail,Hospital,Community Hospital",52.6,-103.25,"YES","YES"
197,"Ponteix Health Centre",2012-07-06 12:49:00,"Box 600, 428 2nd Avenue, Ponteix, SK, S0N 1Z0","ID: 115/4127 Rescode: 7630 Telephone: 625-3382 Fax: 625-3764","Cypress,Health Centre w/ Special Care Home,ER Health Centre Site",49.75,-107.483333333329,"YES","YES"
198,"Pleasant View Private Care Home",2013-04-22 12:49:00,"104 Scott Crescent, Wakaw, SK, S0K 4P0","ID: 6289 Rescode: 40130 Telephone: 233-4842 Fax: ","Saskatoon,Personal Care Home,",52.6499999999999,-105.733333333329,"YES","YES"
199,"Pleasant View Care Home",2013-02-03 12:49:00,"Box 10, 533 & 433 5th Street N.E., Wadena, SK, S0A 4J0","ID: 42127 Rescode: 33730 Telephone: 338-2412 Fax: 338-2720","Saskatoon,Special Care Home,",51.95,-103.8,"YES","YES"
200,"Pioneer Housing",2012-06-08 12:49:00,"1000 Albert Street, Moose Jaw, SK, S6H 2Y2","ID: 6132 Rescode: 16120 Telephone: 693-4616 Fax: 692-0771","Five Hills,Special Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
201,"PineView Terrace Lodge",2013-07-17 12:49:00,"701 13th Street W., Prince Albert, SK, S6V 3H2","ID: 28145 Rescode: 46122 Telephone: 765-6570 Fax: 764-0212","Prince Albert Parkland,Special Care Home,",53.2,-105.76666666667,"YES","YES"
202,"Pineview Lodge",2013-06-16 12:49:00,"Box 2105, 400 6th Avenue E., Nipawin, SK, S0E 1E0","ID: 31125 Rescode: 48730 Telephone: 862-9828 Fax: 862-2400","Kelsey Trail,Special Care Home,",53.366666666667,-104,"YES","YES"
203,"Pinehouse Health Centre",2013-09-26 12:49:00,"Box 296, Pinehouse, SK, S0J 2B0","ID: 214 Rescode: 80472 Telephone: 884-5670 Fax: 884-2107","Mamawetan Churchill River,Health Centre,",,,"YES","YES"
204,"Pine Island Lodge",2013-09-10 12:49:00,"Box 40, Maidstone, SK, S0M 1M0","ID: 25128 Rescode: 47130 Telephone: 893-2223 Fax: 893-2245","Prairie North,Special Care Home,",53.1,-109.28333333333,"YES","YES"
205,"Pilot Butte Personal Care Home",2012-09-02 12:49:00,"108 - 8th Street, Pilot Butte, SK, S0G 3Z0","ID: 6548 Rescode: 15831 Telephone: 586-2273 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.466666666667,-104.41666666667,"YES","YES"
206,"Philbrite Care Home",2012-10-19 12:49:00,"1645 Grosvenor Street, Regina, SK, S4N 4L9","ID: 6246 Rescode: 15923 Telephone: 545-5398 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
207,"Pasquia Special Care Home",2013-06-13 12:49:00,"Box 250, 4101 1st Avenue W., Carrot River, SK, S0E 1E0","ID: 31116 Rescode: 48630 Telephone: 768-2725 Fax: 768-3233","Kelsey Trail,Special Care Home,",53.2833333333329,-103.58333333333,"YES","YES"
208,"Pasqua Hospital",2012-07-26 12:49:00,"4101 Dewdney Avenue, Regina, SK, S4T 1A5","ID: 130 Rescode: 15923 Telephone: 766-2222 Fax: 766-2745","Regina Qu'Appelle,Hospital,Provincial Hospital",50.45,-104.61666666667,"YES","YES"
